,year_film,year_ceremony,ceremony,category,name,film,winner
6619,1987,1988,60,DOCUMENTARY (Feature),"Barbara Herbich and Cyril Christo, Producers",A Stitch for Time,False
6620,1987,1988,60,DOCUMENTARY (Feature),"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,True
6621,1987,1988,60,DOCUMENTARY (Short Subject),"Deborah Dickson, Producer",Frances Steloff: Memoirs of a Bookseller,False
6622,1987,1988,60,DOCUMENTARY (Short Subject),"Dr. Frank Daniel and Izak Ben-Meir, Producers",In the Wee Wee Hours...,False
6623,1987,1988,60,DOCUMENTARY (Short Subject),"Megan Williams, Producer",Language Says It All,False
6624,1987,1988,60,DOCUMENTARY (Short Subject),"Lynn Mueller, Producer",Silver into Gold,False
6625,1987,1988,60,DOCUMENTARY (Short Subject),"Sue Marx and Pamela Conn, Producers",Young at Heart,True
6626,1987,1988,60,FILM EDITING,Richard Marks,Broadcast News,False
6627,1987,1988,60,FILM EDITING,Michael Kahn,Empire of the Sun,False
6628,1987,1988,60,FILM EDITING,"Michael Kahn, Peter E. Berger",Fatal Attraction,False
6629,1987,1988,60,FILM EDITING,Gabriella Cristiani,The Last Emperor,True
6630,1987,1988,60,FILM EDITING,Frank J. Urioste,RoboCop,False
6631,1987,1988,60,FOREIGN LANGUAGE FILM,France,"Au Revoir Les Enfants (Goodbye, Children)",False
6632,1987,1988,60,FOREIGN LANGUAGE FILM,Denmark,Babette's Feast,True
6633,1987,1988,60,FOREIGN LANGUAGE FILM,Spain,Course Completed,False
6634,1987,1988,60,FOREIGN LANGUAGE FILM,Italy,The Family,False
6635,1987,1988,60,FOREIGN LANGUAGE FILM,Norway,Pathfinder,False
6636,1987,1988,60,MAKEUP,Bob Laden,Happy New Year,False
6637,1987,1988,60,MAKEUP,Rick Baker,Harry and the Hendersons,True
6638,1987,1988,60,MUSIC (Original Score),"George Fenton, Jonas Gwangwa",Cry Freedom,False
6639,1987,1988,60,MUSIC (Original Score),John Williams,Empire of the Sun,False
6640,1987,1988,60,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,True
6641,1987,1988,60,MUSIC (Original Score),Ennio Morricone,The Untouchables,False
6642,1987,1988,60,MUSIC (Original Score),John Williams,The Witches of Eastwick,False
6643,1987,1988,60,MUSIC (Original Song),Music and Lyric by George Fenton and Jonas Gwangwa,Cry Freedom,False
6644,1987,1988,60,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,True
6645,1987,1988,60,MUSIC (Original Song),Music and Lyric by Albert Hammond and Diane Warren,Mannequin,False
6646,1987,1988,60,MUSIC (Original Song),"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger",Beverly Hills Cop II,False
6647,1987,1988,60,MUSIC (Original Song),Music and Lyric by Willy DeVille,The Princess Bride,False
6648,1987,1988,60,BEST PICTURE,"James L. Brooks, Producer",Broadcast News,False
6649,1987,1988,60,BEST PICTURE,"Stanley R. Jaffe and Sherry Lansing, Producers",Fatal Attraction,False
6650,1987,1988,60,BEST PICTURE,"John Boorman, Producer",Hope and Glory,False
6651,1987,1988,60,BEST PICTURE,"Jeremy Thomas, Producer",The Last Emperor,True
6652,1987,1988,60,BEST PICTURE,"Patrick Palmer and Norman Jewison, Producers",Moonstruck,False
6653,1987,1988,60,SHORT FILM (Animated),"Eunice Macaulay, Producer",George and Rosemary,False
6654,1987,1988,60,SHORT FILM (Animated),"Frédéric Back, Producer",The Man Who Planted Trees,True
6655,1987,1988,60,SHORT FILM (Animated),"Bill Plympton, Producer",Your Face,False
6656,1987,1988,60,SHORT FILM (Live Action),"Ann Wingate, Producer",Making Waves,False
6657,1987,1988,60,SHORT FILM (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,True
6658,1987,1988,60,SHORT FILM (Live Action),"Robert A. Katz, Producer",Shoeshine,False
6659,1987,1988,60,SOUND,"Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe",Empire of the Sun,False
6660,1987,1988,60,SOUND,"Bill Rowe, Ivan Sharrock",The Last Emperor,True
6661,1987,1988,60,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson",Lethal Weapon,False
6662,1987,1988,60,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald",RoboCop,False
6663,1987,1988,60,SOUND,"Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester",The Witches of Eastwick,False
6664,1987,1988,60,VISUAL EFFECTS,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,True
6665,1987,1988,60,VISUAL EFFECTS,"Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",Predator,False
6666,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),Tony Huston,The Dead,False
6667,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),James Dearden,Fatal Attraction,False
6668,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Stanley Kubrick, Michael Herr, Gustav Hasford",Full Metal Jacket,False
6669,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",The Last Emperor,True
6670,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund",My Life as a Dog,False
6671,1987,1988,60,WRITING (Screenplay Written Directly for the Screen),Louis Malle,"Au Revoir Les Enfants (Goodbye, Children)",False
6672,1987,1988,60,WRITING (Screenplay Written Directly for the Screen),James L. Brooks,Broadcast News,False
6673,1987,1988,60,WRITING (Screenplay Written Directly for the Screen),John Boorman,Hope and Glory,False
6674,1987,1988,60,WRITING (Screenplay Written Directly for the Screen),John Patrick Shanley,Moonstruck,True
6675,1987,1988,60,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Radio Days,False
6676,1987,1988,60,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Stephen Flick, John Pospisil",RoboCop,True
6678,1988,1989,61,ACTOR IN A LEADING ROLE,Gene Hackman,Mississippi Burning,False
6679,1988,1989,61,ACTOR IN A LEADING ROLE,Tom Hanks,Big,False
6680,1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True
6681,1988,1989,61,ACTOR IN A LEADING ROLE,Edward James Olmos,Stand and Deliver,False
6682,1988,1989,61,ACTOR IN A LEADING ROLE,Max von Sydow,Pelle the Conqueror,False
6683,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,False
6684,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,True
6685,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker The Man and His Dream,False
6686,1988,1989,61,ACTOR IN A SUPPORTING ROLE,River Phoenix,Running on Empty,False
6687,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,Married to the Mob,False
6688,1988,1989,61,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,False
6689,1988,1989,61,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,True
6690,1988,1989,61,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,False
6691,1988,1989,61,ACTRESS IN A LEADING ROLE,Meryl Streep,A Cry in the Dark,False
6692,1988,1989,61,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Gorillas in the Mist,False
6693,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,Working Girl,False
6694,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Geena Davis,The Accidental Tourist,True
6695,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Mississippi Burning,False
6696,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,Dangerous Liaisons,False
6697,1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,Working Girl,False
6698,1988,1989,61,ART DIRECTION,Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis,Beaches,False
6699,1988,1989,61,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,True
6700,1988,1989,61,ART DIRECTION,Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna,Rain Man,False
6701,1988,1989,61,ART DIRECTION,Art Direction:  Dean Tavoularis;  Set Decoration:  Armin Ganz,Tucker The Man and His Dream,False
6702,1988,1989,61,ART DIRECTION,Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt,Who Framed Roger Rabbit,False
6703,1988,1989,61,CINEMATOGRAPHY,Peter Biziou,Mississippi Burning,True
6704,1988,1989,61,CINEMATOGRAPHY,John Seale,Rain Man,False
6705,1988,1989,61,CINEMATOGRAPHY,Conrad L. Hall,Tequila Sunrise,False
6706,1988,1989,61,CINEMATOGRAPHY,Sven Nykvist,The Unbearable Lightness of Being,False
6707,1988,1989,61,CINEMATOGRAPHY,Dean Cundey,Who Framed Roger Rabbit,False
6708,1988,1989,61,COSTUME DESIGN,Deborah Nadoolman,Coming to America,False
6709,1988,1989,61,COSTUME DESIGN,James Acheson,Dangerous Liaisons,True
6710,1988,1989,61,COSTUME DESIGN,Jane Robinson,A Handful of Dust,False
6711,1988,1989,61,COSTUME DESIGN,Patricia Norris,Sunset,False
6712,1988,1989,61,COSTUME DESIGN,Milena Canonero,Tucker The Man and His Dream,False
6713,1988,1989,61,DIRECTING,Charles Crichton,A Fish Called Wanda,False
6714,1988,1989,61,DIRECTING,Martin Scorsese,The Last Temptation of Christ,False
6715,1988,1989,61,DIRECTING,Alan Parker,Mississippi Burning,False
6716,1988,1989,61,DIRECTING,Barry Levinson,Rain Man,True
6717,1988,1989,61,DIRECTING,Mike Nichols,Working Girl,False
6718,1988,1989,61,DOCUMENTARY (Feature),"Robert Bilheimer and Ronald Mix, Producers",The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,False
6719,1988,1989,61,DOCUMENTARY (Feature),"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,True
6720,1988,1989,61,DOCUMENTARY (Feature),"Bruce Weber and Nan Bush, Producers",Let's Get Lost,False
6721,1988,1989,61,DOCUMENTARY (Feature),"Ginny Durrin, Producer",Promises to Keep,False
6722,1988,1989,61,DOCUMENTARY (Feature),"Renee Tajima and Christine Choy, Producers",Who Killed Vincent Chin?,False
6723,1988,1989,61,DOCUMENTARY (Short Subject),"Karen Goodman, Producer",The Children's Storefront,False
6724,1988,1989,61,DOCUMENTARY (Short Subject),"Lise Yasui and Ann Tegnell, Producers",Family Gathering,False
6725,1988,1989,61,DOCUMENTARY (Short Subject),"Thomas B. Fleming and Daniel J. Marks, Producers",Gang Cops,False
6726,1988,1989,61,DOCUMENTARY (Short Subject),"Nancy Hale and Meg Partridge, Producers",Portrait of Imogen,False
6727,1988,1989,61,DOCUMENTARY (Short Subject),"William Guttentag and Malcolm Clarke, Producers",You Don't Have to Die,True
6728,1988,1989,61,FILM EDITING,"Frank J. Urioste, John F. Link",Die Hard,False
6729,1988,1989,61,FILM EDITING,Stuart Baird,Gorillas in the Mist,False
6730,1988,1989,61,FILM EDITING,Gerry Hambling,Mississippi Burning,False
6731,1988,1989,61,FILM EDITING,Stu Linder,Rain Man,False
6732,1988,1989,61,FILM EDITING,Arthur Schmidt,Who Framed Roger Rabbit,True
6733,1988,1989,61,FOREIGN LANGUAGE FILM,Hungary,Hanussen,False
6734,1988,1989,61,FOREIGN LANGUAGE FILM,Belgium,The Music Teacher,False
6735,1988,1989,61,FOREIGN LANGUAGE FILM,Denmark,Pelle the Conqueror,True
6736,1988,1989,61,FOREIGN LANGUAGE FILM,India,Salaam Bombay!,False
6737,1988,1989,61,FOREIGN LANGUAGE FILM,Spain,Women on the Verge of a Nervous Breakdown,False
6738,1988,1989,61,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,True
6739,1988,1989,61,MAKEUP,Rick Baker,Coming to America,False
6740,1988,1989,61,MAKEUP,"Tom Burman, Bari Dreiband-Burman",Scrooged,False
6741,1988,1989,61,MUSIC (Original Score),John Williams,The Accidental Tourist,False
6742,1988,1989,61,MUSIC (Original Score),George Fenton,Dangerous Liaisons,False
6743,1988,1989,61,MUSIC (Original Score),Maurice Jarre,Gorillas in the Mist,False
6744,1988,1989,61,MUSIC (Original Score),Dave Grusin,The Milagro Beanfield War,True
6745,1988,1989,61,MUSIC (Original Score),Hans Zimmer,Rain Man,False
6746,1988,1989,61,MUSIC (Original Song),Music and Lyric by Bob Telson,Bagdad Cafe,False
6747,1988,1989,61,MUSIC (Original Song),Music and Lyric by Carly Simon,Working Girl,True
6748,1988,1989,61,MUSIC (Original Song),Music by Lamont Dozier; Lyric by Phil Collins,Buster,False
6749,1988,1989,61,BEST PICTURE,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",The Accidental Tourist,False
6750,1988,1989,61,BEST PICTURE,"Norma Heyman and Hank Moonjean, Producers",Dangerous Liaisons,False
6751,1988,1989,61,BEST PICTURE,"Frederick Zollo and Robert F. Colesberry, Producers",Mississippi Burning,False
6752,1988,1989,61,BEST PICTURE,"Mark Johnson, Producer",Rain Man,True
6753,1988,1989,61,BEST PICTURE,"Douglas Wick, Producer",Working Girl,False
6754,1988,1989,61,SHORT FILM (Animated),Cordell Barker,The Cat Came Back,False
6755,1988,1989,61,SHORT FILM (Animated),"Bill Kroyer, Brian Jennings",Technological Threat,False
6756,1988,1989,61,SHORT FILM (Animated),"John Lasseter, William Reeves",Tin Toy,True
6757,1988,1989,61,SHORT FILM (Live Action),"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,True
6758,1988,1989,61,SHORT FILM (Live Action),"Matia Karrell, Abbee Goldstein",Cadillac Dreams,False
6759,1988,1989,61,SHORT FILM (Live Action),"George deGolian, Gary Moss",Gullah Tales,False
6760,1988,1989,61,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,True
6761,1988,1989,61,SOUND,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",Die Hard,False
6762,1988,1989,61,SOUND,"Andy Nelson, Brian Saunders, Peter Handford",Gorillas in the Mist,False
6763,1988,1989,61,SOUND,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",Mississippi Burning,False
6764,1988,1989,61,SOUND,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",Who Framed Roger Rabbit,False
6765,1988,1989,61,SOUND EFFECTS EDITING,"Stephen H. Flick, Richard Shorr",Die Hard,False
6766,1988,1989,61,SOUND EFFECTS EDITING,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,True
6767,1988,1989,61,SOUND EFFECTS EDITING,"Ben Burtt, Richard Hymns",Willow,False
6768,1988,1989,61,VISUAL EFFECTS,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",Die Hard,False
6769,1988,1989,61,VISUAL EFFECTS,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,True
6770,1988,1989,61,VISUAL EFFECTS,"Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans",Willow,False
6771,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Frank Galati, Lawrence Kasdan",The Accidental Tourist,False
6772,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),Christopher Hampton,Dangerous Liaisons,True
6773,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy",Gorillas in the Mist,False
6774,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),Christine Edzard,Little Dorrit,False
6775,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Jean-Claude Carrière, Philip Kaufman",The Unbearable Lightness of Being,False
6776,1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Gary Ross, Anne Spielberg",Big,False
6777,1988,1989,61,WRITING (Screenplay Written Directly for the Screen),Ron Shelton,Bull Durham,False
6778,1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by John Cleese;  Story by John Cleese, Charles Crichton",A Fish Called Wanda,False
6779,1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,True
6780,1988,1989,61,WRITING (Screenplay Written Directly for the Screen),Naomi Foner,Running on Empty,False
6784,1989,1990,62,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False
6785,1989,1990,62,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,False
6786,1989,1990,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True
6787,1989,1990,62,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False
6788,1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False
6789,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,False
6790,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,False
6791,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,False
6792,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,False
6793,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,True
6794,1989,1990,62,ACTRESS IN A LEADING ROLE,Isabelle Adjani,Camille Claudel,False
6795,1989,1990,62,ACTRESS IN A LEADING ROLE,Pauline Collins,Shirley Valentine,False
6796,1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,False
6797,1989,1990,62,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,False
6798,1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,True
6799,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,My Left Foot,True
6800,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story",False
6801,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Enemies, A Love Story",False
6802,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,False
6803,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Parenthood,False
6804,1989,1990,62,ART DIRECTION,Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian,The Abyss,False
6805,1989,1990,62,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,The Adventures of Baron Munchausen,False
6806,1989,1990,62,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
6807,1989,1990,62,ART DIRECTION,Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis,Driving Miss Daisy,False
6808,1989,1990,62,ART DIRECTION,Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis,Glory,False
6809,1989,1990,62,CINEMATOGRAPHY,Mikael Salomon,The Abyss,False
6810,1989,1990,62,CINEMATOGRAPHY,Haskell Wexler,Blaze,False
6811,1989,1990,62,CINEMATOGRAPHY,Robert Richardson,Born on the Fourth of July,False
6812,1989,1990,62,CINEMATOGRAPHY,Michael Ballhaus,The Fabulous Baker Boys,False
6813,1989,1990,62,CINEMATOGRAPHY,Freddie Francis,Glory,True
6814,1989,1990,62,COSTUME DESIGN,Gabriella Pescucci,The Adventures of Baron Munchausen,False
6815,1989,1990,62,COSTUME DESIGN,Elizabeth McBride,Driving Miss Daisy,False
6816,1989,1990,62,COSTUME DESIGN,Joe I. Tompkins,Harlem Nights,False
6817,1989,1990,62,COSTUME DESIGN,Phyllis Dalton,Henry V,True
6818,1989,1990,62,COSTUME DESIGN,Theodor Pistek,Valmont,False
6819,1989,1990,62,DIRECTING,Oliver Stone,Born on the Fourth of July,True
6820,1989,1990,62,DIRECTING,Woody Allen,Crimes and Misdemeanors,False
6821,1989,1990,62,DIRECTING,Peter Weir,Dead Poets Society,False
6822,1989,1990,62,DIRECTING,Kenneth Branagh,Henry V,False
6823,1989,1990,62,DIRECTING,Jim Sheridan,My Left Foot,False
6824,1989,1990,62,DOCUMENTARY (Feature),"Richard Kilberg and Yvonne Smith, Producers",Adam Clayton Powell,False
6825,1989,1990,62,DOCUMENTARY (Feature),"Robert Epstein and Bill Couturié, Producers",Common Threads: Stories from the Quilt,True
6826,1989,1990,62,DOCUMENTARY (Feature),"Vince DiPersio and William Guttentag, Producers",Crack USA: County under Siege,False
6827,1989,1990,62,DOCUMENTARY (Feature),"Al Reinert and Betsy Broyles Breier, Producers",For All Mankind,False
6828,1989,1990,62,DOCUMENTARY (Feature),"Judith Leonard and Bill Jersey, Producers",Super Chief: The Life and Legacy of Earl Warren,False
6829,1989,1990,62,DOCUMENTARY (Short Subject),"David Petersen, Producer","Fine Food, Fine Pastries, Open 6 to 9",False
